San Miguel|San Luis de La Reina
San Miguel|Nuevo Edén de San Juan
San Miguel|Nueva Guadalupe
San Miguel|Uluazapa
San Miguel|Comacarán
San Miguel|San Antonio del Mosco
Santa Ana|Santa Ana
Santa Ana|Chalchuapa
Santa Ana|Metapán
Santa Ana|Coatepeque
Santa Ana|El Congo
Santa Ana|Texistepeque
Santa Ana|Candelaria la Frontera
Santa Ana|San Sebastián Salitrillo
Santa Ana|Santa Rosa Guachipilín 
Santa Ana|Santiago de la Frontera
Santa Ana|El Porvenir
Santa Ana|Masahuat
Santa Ana|San Antonio Pajonal
San Vicente|San Vicente
San Vicente|Tecoluca
San Vicente|San Sebastián
San Vicente|Apastepeque
San Vicente|San Esteban Catarina
San Vicente|San Ildefonso
San Vicente|Santa Clara
San Vicente|San Lorenzo
San Vicente|Verapaz
San Vicente|Guadalupe
San Vicente|Santo Domingo
San Vicente|San Cayetano Istepeque
San Vicente|Nuevo Tepetitán
Sonsonate|Sonsonate
Sonsonate|Izalco
Sonsonate|Acajutla
Sonsonate|Armenia
Sonsonate|Nahuizalco
Sonsonate|Juayúa
Sonsonate|San Julián
Sonsonate|Sonzacate
Sonsonate|San Antonio del Monte
Sonsonate|Nahulingo
Sonsonate|Cuisnahuat
Sonsonate|Santa Catarina Masahuat
Sonsonate|Caluco
Sonsonate|Santa Isabel Ishuatán
Sonsonate|Salcoatitán
Sonsonate|Santo Domingo de Guzmán
Usulután|Usulután
Usulután|Jiquilisco
Usulután|Berlín
Usulután|Santiago de María
Usulután|Jucuapa
Usulután|Santa Elena
Usulután|Jucuarán
Usulután|San Agustín
Usulután|Ozatlán
Usulután|Estanzuelas
Usulután|Mercedes Umaña
Usulután|Alegría
Usulután|Concepción Batres
Usulután|San Francisco Javier
Usulután|Puerto El Triunfo
Usulután|Tecapán
Usulután|San Dionisio
Usulután|Ereguayquín
Usulután|Santa María
Usulután|Nueva Granada
Usulután|El Triunfo
Usulután|San Buenaventura
Usulután|California
